Kommentar	Sort1	Sort2	ID des ersten Bildes	Titel	Serie	Veröffentlichungsjahr	Link zum aktuellen Bild 2021	ID des Werkes	Link zum Werk	Link zum ersten Bild (300 dpi, JPG)	Link zu Wikicommons Bild	Land	Kreis (heute)	Ortsname (heute)	Stadtteilname (heute)	Ortsname (damals)	guess_Burg3	guess_Burg2	guess_Schloss3	Motivbeschreibung	guess_Adresse5	geoJson	osm_details_URL	geo_coords	osm_Name	Link zu Google Maps	guess_Adresse4	guess_Adresse3	guess_AmOrt2	guess_Schloss	guess_Hof	guess_Museum	guess_Burg	guess_Bach	guess_Werk	guess_Gasse	guess_Markt	guess_turm	guess_Graben	guess_Weg	guess_Strasse3	guess_Strasse2	guess_Platz	Guess_Street	guess_Adresse	Text1	text2	text3	text4	text5	Titel_old	Weitere Internetadressen
	849	92	5973560	Aachen, Portalvorbau am Dom	4	1915		5723669	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723669	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5973560	https://commons.wikimedia.org/wiki/File:5723669.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Portalvorbau am Dom							1																			 Portalvorbau am Dom		 Haustür			Aachen, Portalvorbau am Dom	
	776	93	5951477	Aachen, Rathaus, Vorsaal zum Oberbürgermeister	4	1915		5723484	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723484	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5951477	https://commons.wikimedia.org/wiki/File:5723484.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Rathaus, Vorsaal zum Oberbürgermeister, Herrenhaus von Süden							1																			 Rathaus	 Vorsaal zum Oberbürgermeister	 Herrenhaus von Süden			Aachen, Rathaus, Vorsaal zum Oberbürgermeister, Herrenhaus von Süden	
	774	94	5951487	Aachen, Rathaus, weisser Saal	4	1915		5723482	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723482	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5951487	https://commons.wikimedia.org/wiki/File:5723482.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Rathaus, weisser Saal							1																			 Rathaus	 weisser Saal				Aachen, Rathaus, weisser Saal	
	775	95	5951482	Aachen, Rathaus, weisser Saal, Einzelwand	4	1915		5723483	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723483	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5951482	https://commons.wikimedia.org/wiki/File:5723483.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Rathaus, weisser Saal, Ansicht der Brücke mit Torpfeilern							1																			 Rathaus	 weisser Saal	 Ansicht der Brücke mit Torpfeilern			Aachen, Rathaus, weisser Saal, Ansicht der Brücke mit Torpfeilern	
	777	96	5951472	Aachen, Rathaussaal mit alten Aachener Schnitzereien	4	1915		5723485	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723485	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5951472	https://commons.wikimedia.org/wiki/File:5723485.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Rathaussaal mit alten Aachener Schnitzereien							1																			 Rathaussaal mit alten Aachener Schnitzereien		 innere Saalansicht mit Stuckarbeiten von Gagini			Aachen, Rathaussaal mit alten Aachener Schnitzereien	
	778	97	5951467	Aachen, Rathaussaal mit alten Aachener Schnitzereien, Türecke	4	1915		5723486	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723486	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5951467	https://commons.wikimedia.org/wiki/File:5723486.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Rathaussaal mit alten Aachener Schnitzereien, Türecke, Mittelfeld mit Athene							1																			 Rathaussaal mit alten Aachener Schnitzereien	 Türecke	 Mittelfeld mit Athene			Aachen, Rathaussaal mit alten Aachener Schnitzereien, Türecke, Mittelfeld mit Athene	
	795	98	5951532	Aachen, rotes Eckhaus am Hühnermarkt	4	1915		5723503	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723503	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5951532	https://commons.wikimedia.org/wiki/File:5723503.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				rotes Eckhaus am Hühnermarkt							1										Hühnermarkt									 rotes Eckhaus am Hühnermarkt					Aachen, rotes Eckhaus am Hühnermarkt	
	839	99	5958819	Aachen, Schrank (Louis XVI), Kunstgewerbemuseum	4	1915		5723659	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723659	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958819	https://commons.wikimedia.org/wiki/File:5723659.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Schrank (Louis XVI), Kunstgewerbemuseum	Kunstgewerbemuseum	[]					Kunstgewerbemuseum					Kunstgewerbemuseum														 Schrank (Louis XVI)	 Kunstgewerbemuseum				Aachen, Schrank (Louis XVI), Kunstgewerbemuseum	
	841	100	5958809	Aachen, Schrank Louis XVI im Rathause	4	1915		5723661	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723661	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958809	https://commons.wikimedia.org/wiki/File:5723661.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Schrank Louis XVI im Rathause							1																			 Schrank Louis XVI im Rathause					Aachen, Schrank Louis XVI im Rathause	
	834	101	5958754	Aachen, Schrank Louis XVI, Kunstgewerbemuseum	4	1915		5723654	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723654	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958754	https://commons.wikimedia.org/wiki/File:5723654.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Schrank Louis XVI, Kunstgewerbemuseum	Kunstgewerbemuseum	[]					Kunstgewerbemuseum					Kunstgewerbemuseum														 Schrank Louis XVI	 Kunstgewerbemuseum				Aachen, Schrank Louis XVI, Kunstgewerbemuseum	
	803	102	5958659	Aachen, Seilgraben 34, Blick durch das Tor in den Innenhof	4	1915		5723511	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723511	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958659	https://commons.wikimedia.org/wiki/File:5723511.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Seilgraben 34, Blick durch das Tor in den Innenhof	Innenhof	"[{""place_id"":""92197554"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""444623606"",""boundingbox"":[""50.7716365"",""50.7717521"",""6.0758867"",""6.0760635""],""lat"":""50.7716973"",""lon"":""6.075959625"",""display_name"":""Innenhof, 174, Jakobstraße, Hanbruch, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland"",""place_rank"":""30"",""category"":""place"",""type"":""house"",""importance"":0.221}]"	https://nominatim.openstreetmap.org/ui/details.html?osmtype=W&osmid=444623606	50.7716973,6.075959625	Innenhof, 174, Jakobstraße, Hanbruch, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52064, Deutschland		Innenhof				Innenhof								Seilgraben 34							 Seilgraben 34	 Blick durch das Tor in den Innenhof				Aachen, Seilgraben 34, Blick durch das Tor in den Innenhof	
	804	103	5958654	Aachen, Seilgraben 34, Blick in den Garten des Fey'schen Hauses	4	1915		5723512	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723512	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958654	https://commons.wikimedia.org/wiki/File:5723512.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Seilgraben 34, Blick in den Garten des Fey'schen Hauses							1												Seilgraben 34							 Seilgraben 34	 Blick in den Garten des Fey'schen Hauses				Aachen, Seilgraben 34, Blick in den Garten des Fey'schen Hauses	
	805	104	5958649	Aachen, Seilgraben 34, oberer Saal mit Kamin	4	1915		5723513	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723513	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958649	https://commons.wikimedia.org/wiki/File:5723513.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Seilgraben 34, oberer Saal mit Kamin							1												Seilgraben 34							 Seilgraben 34	 oberer Saal mit Kamin				Aachen, Seilgraben 34, oberer Saal mit Kamin	
	835	105	5958749	Aachen, Sessel Kurfürst Klemens August, Cölner Dom	4	1915		5723655	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723655	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958749	https://commons.wikimedia.org/wiki/File:5723655.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Sessel Kurfürst Klemens August, Cölner Dom, Innenansicht							1																			 Sessel Kurfürst Klemens August	 Cölner Dom	 Innenansicht			Aachen, Sessel Kurfürst Klemens August, Cölner Dom, Innenansicht	
	794	106	5951537	Aachen, Theater, der alte Porticus	4	1915		5723502	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723502	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5951537	https://commons.wikimedia.org/wiki/File:5723502.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Theater, der alte Porticus							1																			 Theater	 der alte Porticus				Aachen, Theater, der alte Porticus	
	829	107	5958779	Aachen, Theaterstrasse 21	4	1915		5723649	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723649	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958779	https://commons.wikimedia.org/wiki/File:5723649.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Theaterstrasse 21	Theaterstrasse 21	"[{""place_id"":""6536168"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""node"",""osm_id"":""983968229"",""boundingbox"":[""50.7714046"",""50.7715046"",""6.0901873"",""6.0902873""],""lat"":""50.7714546"",""lon"":""6.0902373"",""display_name"":""21-23, Theaterstraße, Marschiertor, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""30"",""category"":""place"",""type"":""house"",""importance"":0.111}]"	https://nominatim.openstreetmap.org/ui/details.html?osmtype=N&osmid=983968229	50.7714546,6.0902373	21-23, Theaterstraße, Marschiertor, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland		Theaterstrasse 21	Theaterstrasse 21													Theaterstrasse 21	Theaterstrasse 21				 Theaterstrasse 21					Aachen, Theaterstrasse 21	
	792	108	5951547	Aachen, Theresiakirche Pontstrasse	4	1915		5723500	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723500	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5951547	https://commons.wikimedia.org/wiki/File:5723500.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Theresiakirche Pontstrasse	Pontstrasse	"[{""place_id"":""45617580"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""32702144"",""boundingbox"":[""50.7813008"",""50.7816902"",""6.0779012"",""6.0785578""],""lat"":""50.7813675"",""lon"":""6.0781918"",""display_name"":""Pontstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""tertiary"",""importance"":0.21},{""place_id"":""44197417"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""13755305"",""boundingbox"":[""50.7785844"",""50.7789394"",""6.0810794"",""6.0815475""],""lat"":""50.7788381"",""lon"":""6.0811949"",""display_name"":""Pontstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""residential"",""importance"":0.21},{""place_id"":""41018064"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""4576410"",""boundingbox"":[""50.7766753"",""50.7776841"",""6.0825957"",""6.0836144""],""lat"":""50.7771357"",""lon"":""6.0830545"",""display_name"":""Pontstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""26"",""category"":""highway"",""type"":""pedestrian"",""importance"":0.21},{""place_id"":""47571298"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""33858977"",""boundingbox"":[""50.7765973"",""50.7766753"",""6.0836144"",""6.0837082""],""lat"":""50.7766448"",""lon"":""6.0836448"",""display_name"":""Pontstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""27"",""category"":""highway"",""type"":""steps"",""importance"":0.185}]"	https://nominatim.openstreetmap.org/ui/details.html?osmtype=W&osmid=32702144	50.7813675,6.0781918	Pontstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland		Pontstrasse														Pontstrasse					 Theresiakirche Pontstrasse					Aachen, Theresiakirche Pontstrasse	
	448	109	5798885	Aachen, Tor und Seitengebäude Jacobstraße 35	3	1911		5722809	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722809	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5798885	https://commons.wikimedia.org/wiki/File:5722809.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Tor und Seitengebäude Jacobstraße 35	Jacobstraße 35	[]					Jacobstraße 35	Jacobstraße 35													Jacobstraße 35	Jacobstraße 35		Jacobstraße 35	Jacobstraße 35	 Tor und Seitengebäude Jacobstraße 35					Aachen, Tor und Seitengebäude Jacobstraße 35	
	444	110	5798835	Aachen, Tor und Seitengebäude Kleinkölnstraße 18	3	1911		5722805	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722805	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5798835	https://commons.wikimedia.org/wiki/File:5722805.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Tor und Seitengebäude Kleinkölnstraße 18	Kleinkölnstraße 18	"[{""place_id"":""35956146"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""node"",""osm_id"":""3874107162"",""boundingbox"":[""50.7767327"",""50.7768327"",""6.0862351"",""6.0863351""],""lat"":""50.7767827"",""lon"":""6.0862851"",""display_name"":""Sozialkaufhaus Bandbreite, 18, Kleinkölnstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""30"",""category"":""shop"",""type"":""department_store"",""importance"":0.221},{""place_id"":""52952335"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""way"",""osm_id"":""77517653"",""boundingbox"":[""50.7766207"",""50.7770517"",""6.0858562"",""6.0865139""],""lat"":""50.77682575"",""lon"":""6.08635728530833"",""display_name"":""Londoner Hof, 18, Kleinkölnstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""30"",""category"":""building"",""type"":""yes"",""importance"":0.221}]"	https://nominatim.openstreetmap.org/ui/details.html?osmtype=N&osmid=3874107162	50.7767827,6.0862851	Sozialkaufhaus Bandbreite, 18, Kleinkölnstraße, Pontviertel, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland		Kleinkölnstraße 18	Kleinkölnstraße 18													Kleinkölnstraße 18	Kleinkölnstraße 18		Kleinkölnstraße 18	Kleinkölnstraße 18	 Tor und Seitengebäude Kleinkölnstraße 18					Aachen, Tor und Seitengebäude Kleinkölnstraße 18	
	457	111	5798905	Aachen, Tür im Hintergebäude Adalbertstraße 18	3	1911		5722819	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722819	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5798905	https://commons.wikimedia.org/wiki/File:5722819.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Tür im Hintergebäude Adalbertstraße 18	Adalbertstraße 18	"[{""place_id"":""4853570"",""licence"":""Data © OpenStreetMap contributors, ODbL 1.0. http:\/\/www.openstreetmap.org\/copyright"",""osm_type"":""node"",""osm_id"":""929134406"",""boundingbox"":[""50.7748098"",""50.7749098"",""6.0888427"",""6.0889427""],""lat"":""50.7748598"",""lon"":""6.0888927"",""display_name"":""18, Adalbertstraße, Kaiserplatz, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland"",""place_rank"":""30"",""category"":""place"",""type"":""house"",""importance"":0.221}]"	https://nominatim.openstreetmap.org/ui/details.html?osmtype=N&osmid=929134406	50.7748598,6.0888927	18, Adalbertstraße, Kaiserplatz, Burtscheid, Aachen-Mitte, Aachen, Städteregion Aachen, Regierungsbezirk Köln, Nordrhein-Westfalen, 52062, Deutschland		Adalbertstraße 18	Adalbertstraße 18													Adalbertstraße 18	Adalbertstraße 18		Adalbertstraße 18	Adalbertstraße 18	 Tür im Hintergebäude Adalbertstraße 18					Aachen, Tür im Hintergebäude Adalbertstraße 18	
	449	112	5798880	Aachen, Tür mit Ballongitter des Mittelbaues Jacobstraße 35	3	1911		5722810	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722810	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5798880	https://commons.wikimedia.org/wiki/File:5722810.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Tür mit Ballongitter des Mittelbaues Jacobstraße 35	Jacobstraße 35	[]					Jacobstraße 35	Jacobstraße 35													Jacobstraße 35	Jacobstraße 35		Jacobstraße 35	Jacobstraße 35	 Tür mit Ballongitter des Mittelbaues Jacobstraße 35					Aachen, Tür mit Ballongitter des Mittelbaues Jacobstraße 35	
	850	113	5973555	Aachen, Ungarische Kapelle am Dom	4	1915		5723670	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723670	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5973555	https://commons.wikimedia.org/wiki/File:5723670.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Ungarische Kapelle am Dom							1																			 Ungarische Kapelle am Dom					Aachen, Ungarische Kapelle am Dom	
	830	114	5958774	Aachen, Ursulinenstrasse	4	1915		5723650	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723650	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958774	https://commons.wikimedia.org/wiki/File:5723650.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Ursulinenstrasse	Ursulinenstrasse	[]					Ursulinenstrasse														Ursulinenstrasse					 Ursulinenstrasse					Aachen, Ursulinenstrasse	
	832	115	5958764	Aachen, Ursulinenstrasse 17, Stadtwage	4	1915		5723652	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5723652	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5958764	https://commons.wikimedia.org/wiki/File:5723652.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				Ursulinenstrasse 17, Stadtwage	Ursulinenstrasse 17	[]					Ursulinenstrasse 17	Ursulinenstrasse 17													Ursulinenstrasse 17	Ursulinenstrasse 17				 Ursulinenstrasse 17	 Stadtwage				Aachen, Ursulinenstrasse 17, Stadtwage	
	458	116	5798900	"Aachen, Wirtshaus ""Zum großen Kardinal"", Markt 34"	3	1911		5722820	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722820	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5798900	https://commons.wikimedia.org/wiki/File:5722820.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				"Wirtshaus ""Zum großen Kardinal"", Markt 34"							1																			" Wirtshaus ""Zum großen Kardinal"""	 Markt 34				"Aachen, Wirtshaus ""Zum großen Kardinal"", Markt 34"	
	454	117	5798925	"Aachen, Wirtshauszeichen ""Zum Raben, Markt 29"	3	1911		5722816	http://digital.ub.uni-duesseldorf.de/ihd/content/titleinfo/5722816	http://digital.ub.uni-duesseldorf.de/download/webcache/0/5798925	https://commons.wikimedia.org/wiki/File:5722816.Erwin_Quedenfeldt.jpg	Deutschland		Aachen		Aachen				"Wirtshauszeichen ""Zum Raben, Markt 29"							1																			" Wirtshauszeichen ""Zum Raben"	 Markt 29				"Aachen, Wirtshauszeichen ""Zum Raben, Markt 29"	
